,creator,duration,id,labels,ladder,title,views
12520,Madre Soltera,244.0,h1C6qyL_ZuA,[5],"[{'160 - 256x144 (144p)': 112.29}, {'133 - 426x240 (240p)': 254.681}, {'134 - 640x360 (360p)': 270.86}, {'135 - 854x480 (480p)': 584.33}, {'136 - 1280x720 (720p)': 1225.703}, {'137 - 1920x1080 (1080p)': 2124.277}, {'18 - 640x360 (medium)': 696.786}]",eres un sueño hecho realidad (rap romántico),97163.0
12853,,244.0,-K8D_j4CTEY,[14],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 610.364}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 711.557}]",CALVO MISTARI Feat. PRIVATE WING_MASELA OFFICIAL MUSIC VIDEO,3293.0
14882,,244.0,T9qAPa_zMBo,"[3, 8, 89]","[{'160 - 256x144 (144p)': 112.019}, {'133 - 426x240 (240p)': 247.197}, {'134 - 640x360 (360p)': 615.456}, {'135 - 854x480 (480p)': 1126.967}, {'136 - 1280x720 (720p)': 2240.241}, {'298 - 1280x720 (720p60)': 3328.935}, {'137 - 1920x1080 (1080p)': 4155.407}, {'18 - 640x360 (medium)': 824.311}, {'22 - 1280x720 (hd720)': 2334.001}]",名古屋学生チーム『鯱』（どまつり2014・どまつり大賞）,4756.0
15507,,244.0,UNQWYSCuxgg,[14],"[{'160 - 256x144 (144p)': 111.331}, {'133 - 426x240 (240p)': 250.763}, {'134 - 640x360 (360p)': 606.599}, {'135 - 854x480 (480p)': 1116.79}, {'136 - 1280x720 (720p)': 2225.245}, {'137 - 1920x1080 (1080p)': 4172.421}, {'18 - 640x360 (medium)': 677.157}]",King Capo - Chuccs On [Shot By @TroyBoyTheBeast],6289.0
16077,,244.0,oiFgRj_NyX0,"[422, 485, 1267]","[{'160 - 256x144 (144p)': 114.942}, {'133 - 426x240 (240p)': 253.259}, {'134 - 640x360 (360p)': 635.068}, {'135 - 854x480 (480p)': 1165.375}, {'136 - 1280x720 (720p)': 2321.245}, {'298 - 1280x720 (720p50)': 3482.195}, {'137 - 1920x1080 (1080p)': 4322.817}, {'299 - 1920x1080 (1080p50)': 5797.071}, {'18 - 640x360 (medium)': 689.484}, {'22 - 1280x720 (hd720)': 1656.021}]",شرح غرزة قشور السمك 2 crocodile stitch,33898.0
16319,O'drey Mayz,244.0,y8OpETGW35s,[14],"[{'160 - 256x144 (144p)': 110.921}, {'133 - 426x240 (240p)': 249.618}, {'134 - 640x360 (360p)': 476.092}, {'135 - 854x480 (480p)': 933.315}, {'136 - 1280x720 (720p)': 1692.218}, {'137 - 1920x1080 (1080p)': 3437.457}, {'18 - 640x360 (medium)': 569.998}]",O'drey Mayz -Je m'en remettrai ( je crois ) -CLIP OFFICIEL,32503.0
16637,,244.0,1EXGRIdYNhA,[1109],"[{'134 - 480x360 (360p)': 77.493}, {'160 - 192x144 (144p)': 110.855}, {'135 - 640x480 (480p)': 141.57}, {'133 - 320x240 (240p)': 248.059}, {'136 - 960x720 (720p)': 293.38}, {'137 - 1440x1080 (1080p)': 435.53}, {'18 - 480x360 (medium)': 244.829}]","Myanmar NEW Love SoNg ,,, Mc Wai Lin",5708.0
19562,,244.0,o8_xBMAWp1s,"[6, 8]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 612.445}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 738.318}]",Ntxhais Tiaj Tus - (round 1) dance comp hmong merced new year 2011-2012,4187.0
19667,,244.0,CG6kcl_jTw0,"[21, 23, 24, 73, 288, 322, 343, 504, 554, 2619]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 603.487}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 689.789}, {'22 - 1280x720 (hd720)': 2676.664}]",Ipod touch 5th gen blue 32gb unboxing,5350.0
19826,Divine Line,244.0,Zd4RqjDvmCc,"[4, 6, 9, 10, 14, 37, 38]","[{'160 - 256x144 (144p)': 111.628}, {'133 - 426x240 (240p)': 246.074}, {'134 - 640x360 (360p)': 495.506}, {'135 - 854x480 (480p)': 967.625}, {'136 - 1280x720 (720p)': 1909.577}, {'137 - 1920x1080 (1080p)': 3692.534}, {'18 - 640x360 (medium)': 518.184}]",Divine Line - Rich Bitch,5695.0
19984,,244.0,KGdsZqYrK1g,"[31, 40, 47, 57]","[{'160 - 256x144 (144p)': 113.404}, {'133 - 426x240 (240p)': 253.573}, {'134 - 640x360 (360p)': 380.417}, {'135 - 854x480 (480p)': 733.314}, {'136 - 1280x720 (720p)': 1539.96}, {'137 - 1920x1080 (1080p)': 2837.313}, {'18 - 640x360 (medium)': 366.655}]",เงาที่มีหัวใจ (OST แรงเงา) - Piano Cover [HD],16852.0
21836,Avril Lavigne,244.0,v5707o31Vvo,[944],"[{'160 - 256x144 (144p)': 113.476}, {'133 - 426x240 (240p)': 250.599}, {'134 - 640x360 (360p)': 612.122}, {'135 - 854x480 (480p)': 1115.586}, {'136 - 1280x720 (720p)': 2237.02}, {'137 - 1920x1080 (1080p)': 4164.8}, {'18 - 640x360 (medium)': 724.02}, {'22 - 1280x720 (hd720)': 1977.453}]",浩然&沁純九如廟會求婚片頭,31586.0
23108,Emeli Sandé,244.0,DdmBTkcpH8g,[391],"[{'160 - 192x144 (144p)': 124.948}, {'133 - 320x240 (240p)': 207.486}, {'134 - 480x360 (360p)': 299.527}, {'135 - 640x480 (480p)': 713.422}, {'136 - 960x720 (720p)': 1490.245}, {'137 - 1440x1080 (1080p)': 2419.455}, {'264 - 1440x1080 (1080p)': 3456.482}, {'18 - 480x360 (medium)': 288.422}]",Emeli Sande - Heaven (Chipmunk),2672.0
24705,,244.0,5gPAtRK65RQ,"[0, 1, 124, 317]","[{'160 - 256x144 (144p)': 111.051}, {'133 - 426x240 (240p)': 251.981}, {'134 - 640x360 (360p)': 632.352}, {'135 - 854x480 (480p)': 1125.718}, {'136 - 1280x720 (720p)': 2296.714}, {'137 - 1920x1080 (1080p)': 4447.959}, {'18 - 640x360 (medium)': 697.75}, {'22 - 1280x720 (hd720)': 3.926}]","Battlefield 4 Funny Moments - Stolen Sniper Kills, Forklift of Death, Camper Killing!",215111.0
25292,,244.0,iSleTtlfTCw,"[5, 16]","[{'160 - 256x144 (144p)': 111.411}, {'133 - 426x240 (240p)': 248.295}, {'134 - 640x360 (360p)': 610.603}, {'135 - 854x480 (480p)': 1119.665}, {'136 - 1280x720 (720p)': 2150.937}, {'137 - 1920x1080 (1080p)': 3939.281}, {'18 - 640x360 (medium)': 551.424}, {'22 - 1280x720 (hd720)': 1279.144}]",Обзор на Лис и пес 2,13301.0
28829,Project 46,244.0,kz1ZKSy46Ss,"[0, 42, 111]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 612.352}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 719.938}, {'22 - 1280x720 (hd720)': 3074.968}]",Epic jukes and kills pt18,2359.0
29432,Santigold,244.0,JNbVVWgubOw,"[182, 392, 634]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 606.813}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 711.119}, {'22 - 1280x720 (hd720)': 2995.767}]",the palmers,1518.0
30036,,244.0,r0elD6UFN_E,"[3, 4, 9, 10, 13, 33]","[{'160 - 256x144 (144p)': 115.395}, {'133 - 426x240 (240p)': 247.53}, {'134 - 640x360 (360p)': 608.932}, {'135 - 854x480 (480p)': 1114.583}, {'136 - 1280x720 (720p)': 2233.603}, {'137 - 1920x1080 (1080p)': 4167.598}, {'264 - 1920x1080 (1080p)': 6594.959}, {'18 - 636x360 (medium)': 735.604}]",Zach Dylan and D-Railed- On my Way to TN,3382.0
31143,,244.0,JvPyElyy2xM,"[4, 9, 14]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 489.198}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 705.494}]","Temple Dawn ""Shadows"" Official Music Video HD",32111.0
31702,,244.0,JG1Xvzt-Wmk,"[71, 152, 849]","[{'160 - 256x144 (144p)': 111.89}, {'133 - 426x240 (240p)': 248.346}, {'134 - 640x360 (360p)': 281.238}, {'135 - 854x480 (480p)': 537.154}, {'136 - 1280x720 (720p)': 1089.41}, {'137 - 1920x1080 (1080p)': 2311.407}, {'18 - 640x360 (medium)': 432.437}]",Maja Szymanowska - NIE TRAĆ MNIE ( pierwszy taniec ),26400.0
32276,U2,244.0,SWHprsfMY3A,"[2, 17, 129]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 612.198}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 738.142}, {'22 - 1280x720 (hd720)': 3193.676}]",Moments @ Rali Vinho Madeira 2013 - Madeira-Ralis.com,2914.0
32755,Rage Against The Machine,244.0,TAtq0iTE6DY,[9],"[{'160 - 256x144 (144p)': 116.227}, {'133 - 426x240 (240p)': 247.213}, {'134 - 640x360 (360p)': 550.376}, {'135 - 854x480 (480p)': 982.329}, {'136 - 1280x720 (720p)': 1714.878}, {'137 - 1920x1080 (1080p)': 3155.54}, {'18 - 640x360 (medium)': 644.959}]",Rage Against the Machine - No Shelter (Lolll guitar cover),5151.0
539,,245.0,q1MrsWbjVhU,"[3, 4, 9, 33]","[{'160 - 256x144 (144p)': 114.391}, {'133 - 426x240 (240p)': 249.73}, {'134 - 640x360 (360p)': 605.835}, {'135 - 854x480 (480p)': 1109.241}, {'136 - 1280x720 (720p)': 2213.281}, {'137 - 1920x1080 (1080p)': 4206.506}, {'18 - 640x360 (medium)': 738.302}]",Cover Party Хиты Русского Рока The Heaven' Возьми моё сердце Ария,5025.0
1243,,245.0,EaPwpNmxM3Q,"[2, 7, 17, 64, 128, 149]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 618.528}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2256.736}, {'137 - 1920x1080 (DASH video)': 4210.992}, {'264 - 1920x1080 (DASH video)': 6254.466}, {'18 - 640x360 (medium)': 648.937}, {'22 - 1280x720 (hd720)': 2069.772}]",RC DRIFT CARS (westslyders),2234.0
3034,,245.0,7uz_37r9mJA,"[2, 7, 19, 30, 55, 272, 975, 2073]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 615.004}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 738.297}, {'22 - 1280x720 (hd720)': 3194.546}]",Tor Poznań Yamaha Platinum Street experience,1680.0
4923,,245.0,aSKmPs13frc,"[1, 21, 23, 24, 471, 1329]","[{'160 - 256x144 (144p)': 114.105}, {'133 - 426x240 (240p)': 250.101}, {'134 - 640x360 (360p)': 345.708}, {'135 - 854x480 (480p)': 644.131}, {'136 - 1280x720 (720p)': 1240.76}, {'137 - 1920x1080 (1080p)': 2955.945}, {'18 - 640x360 (medium)': 436.63}, {'22 - 1280x720 (hd720)': 1098.743}]",Set Up Remote Control App On Your Sony Xperia Devices,59541.0
6418,,245.0,-ILgn5X6FsU,[1],"[{'160 - 256x144 (144p)': 111.144}, {'133 - 426x240 (240p)': 211.814}, {'134 - 640x360 (360p)': 635.515}, {'135 - 854x480 (480p)': 1166.933}, {'136 - 1280x720 (720p)': 2263.53}, {'137 - 1920x1080 (1080p)': 4287.475}, {'18 - 640x360 (medium)': 428.016}, {'22 - 1280x720 (hd720)': 708.048}]",Print Your Own Hylian Shield! -- Game LÜT #33,955259.0
8239,,245.0,HpZJtPlEth8,"[0, 1, 25, 245, 294]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 638.721}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4374.233}, {'18 - 640x360 (medium)': 712.773}, {'22 - 1280x720 (hd720)': 2965.328}]",Sunset Overdrive Gameplay Trailer,2417.0
9743,,245.0,TsGlyqHCUU4,[14],"[{'160 - 256x144 (144p)': 114.578}, {'133 - 426x240 (240p)': 248.404}, {'134 - 640x360 (360p)': 610.511}, {'135 - 854x480 (480p)': 1125.452}, {'136 - 1280x720 (720p)': 2210.547}, {'137 - 1920x1080 (1080p)': 4166.284}, {'18 - 640x360 (medium)': 617.122}]",As Long As You Rock (directors cut),10161.0
10417,Ward 21,245.0,to_IRwQUOVg,[8],"[{'160 - 256x144 (144p)': 110.55}, {'133 - 426x240 (240p)': 245.403}, {'134 - 640x360 (360p)': 604.108}, {'135 - 854x480 (480p)': 1103.782}, {'136 - 1280x720 (720p)': 2209.365}, {'137 - 1920x1080 (1080p)': 3675.856}, {'18 - 640x360 (medium)': 501.153}, {'22 - 1280x720 (hd720)': 1732.349}]",Apprentice Varsity | World of Dance Vancouver 2015 #WODVAN2015,8828.0
11617,,245.0,jF-LpmZsarE,"[16, 570]","[{'160 - 256x144 (144p)': 65.844}, {'133 - 426x240 (240p)': 124.014}, {'134 - 640x360 (360p)': 309.042}, {'135 - 854x480 (480p)': 608.96}, {'136 - 1280x720 (720p)': 1147.853}, {'137 - 1920x1080 (1080p)': 2225.429}, {'18 - 640x360 (medium)': 444.081}, {'22 - 1280x720 (hd720)': 766.284}]","""Legends VS Horoscope"" Beyblade Battle Series! DARK WOLF DF145FS vs WOLF 125SF",3706.0
13119,,245.0,fr2iX4pilB4,"[0, 1, 27]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 608.21}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 647.853}, {'22 - 1280x720 (hd720)': 2737.253}]",Official StrawhatsPvP Promo,2857.0
15677,Eminem,245.0,dXqdHyN99yQ,[79],"[{'160 - 192x144 (144p)': 127.285}, {'134 - 480x360 (360p)': 232.452}, {'133 - 320x240 (240p)': 264.834}, {'135 - 640x480 (480p)': 482.63}, {'136 - 960x720 (720p)': 1058.554}, {'137 - 1440x1080 (1080p)': 2068.237}, {'18 - 480x360 (medium)': 345.03}, {'22 - 960x720 (hd720)': 935.794}]",Greatest upsets in NFL history,5709.0
15999,,245.0,obIKDz-ehkE,"[3, 4, 9]","[{'160 - 256x144 (144p)': 116.095}, {'133 - 426x240 (240p)': 249.691}, {'134 - 640x360 (360p)': 618.545}, {'135 - 854x480 (480p)': 1128.712}, {'136 - 1280x720 (720p)': 2260.025}, {'137 - 1920x1080 (1080p)': 4326.819}, {'264 - 1920x1080 (1080p)': 6619.333}, {'18 - 640x360 (medium)': 735.396}]",OutWalk- Курим(кавер Нервы) (Live in Zaxват),2122.0
16304,Prophet Mike,245.0,dfpa-1H8810,"[2, 7, 165, 373, 415, 1368]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 612.034}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 640x360 (medium)': 693.733}, {'22 - 1280x720 (hd720)': 2558.839}]","Ford Engineer Tom Barnes Talks 2015 Mustang, Fastback Design & 50 Years",2039.0
17868,,245.0,42V1As2Qixc,"[4, 9, 10, 37]","[{'160 - 256x144 (144p)': 110.112}, {'133 - 426x240 (240p)': 245.962}, {'134 - 640x360 (360p)': 532.043}, {'135 - 854x480 (480p)': 972.657}, {'136 - 1280x720 (720p)': 1688.033}, {'137 - 1920x1080 (1080p)': 3145.441}, {'18 - 640x360 (medium)': 671.855}, {'22 - 1280x720 (hd720)': 1348.096}]",SHREDDING MADNESS IMPROVISATION with Charvel guitars - Neogeofanatic (Full HD),27996.0
20274,,245.0,HLXvJ9KlKcM,"[141, 247]","[{'160 - 256x144 (144p)': 113.024}, {'133 - 426x240 (240p)': 248.705}, {'134 - 640x360 (360p)': 619.372}, {'135 - 854x480 (480p)': 1140.869}, {'136 - 1280x720 (720p)': 2281.963}, {'298 - 1280x720 (720p50)': 3339.424}, {'137 - 1920x1080 (1080p)': 4263.076}, {'299 - 1920x1080 (1080p50)': 5543.065}, {'18 - 640x360 (medium)': 738.364}, {'22 - 1280x720 (hd720)': 2272.038}]",Top Spin No  1 (Bausch) - Außenansicht/Offride 3,2467.0
22323,,245.0,SnJlAm6Kxsg,"[11, 20, 22, 29]","[{'160 - 256x144 (144p)': 115.514}, {'133 - 426x240 (240p)': 249.676}, {'134 - 640x360 (360p)': 549.084}, {'135 - 854x480 (480p)': 1044.453}, {'136 - 1280x720 (720p)': 1934.839}, {'137 - 1920x1080 (1080p)': 3672.971}, {'18 - 640x360 (medium)': 573.639}, {'22 - 1280x720 (hd720)': 3.838}]",Mediterraneo - Diners Drive-Ins and Dives 2012 HD,13311.0
24449,,245.0,5Z-zvpjMCak,"[3, 6, 28]","[{'160 - 256x144 (144p)': 112.816}, {'133 - 426x240 (240p)': 248.428}, {'134 - 640x360 (360p)': 606.073}, {'135 - 854x480 (480p)': 1105.724}, {'136 - 1280x720 (720p)': 2213.623}, {'137 - 1920x1080 (1080p)': 4149.465}, {'18 - 640x360 (medium)': 533.314}]",Skunk Anansie Acoustic - Brazen (Weep) 11-3-2014 Carre Amsterdam 1/19,1639.0
25352,Courage My Love,245.0,YQO033oavic,"[4, 6, 13, 14]","[{'160 - 256x144 (144p)': 111.169}, {'133 - 426x240 (240p)': 248.236}, {'134 - 640x360 (360p)': 619.618}, {'135 - 854x480 (480p)': 1141.68}, {'136 - 1280x720 (720p)': 2281.511}, {'137 - 1920x1080 (1080p)': 4207.898}, {'18 - 640x360 (medium)': 738.165}]",Courage My Love - Barricade [Official Video],627273.0
25622,Franco Micalizzi,245.0,k-ddVqoireo,"[15, 18, 59, 178, 1966]","[{'160 - 256x144 (144p)': 110.022}, {'133 - 426x240 (240p)': 247.201}, {'134 - 640x360 (360p)': 607.336}, {'135 - 854x480 (480p)': 1112.252}, {'136 - 1280x720 (720p)': 2226.806}, {'137 - 1920x1080 (1080p)': 4167.342}, {'18 - 640x360 (medium)': 692.948}, {'22 - 1280x720 (hd720)': 1906.194}]",Eheim 2080 & 2076,3727.0
26958,,245.0,JB43l_fwwX0,"[3, 4]","[{'160 - 256x144 (144p)': 113.734}, {'133 - 426x240 (240p)': 251.13}, {'134 - 640x360 (360p)': 531.195}, {'135 - 854x480 (480p)': 1068.431}, {'136 - 1280x720 (720p)': 2090.995}, {'137 - 1920x1080 (1080p)': 4319.115}, {'18 - 640x360 (medium)': 497.46}]",Antonio Carlos Jobim - Wave - Cover,3733.0
28461,,245.0,DWrdFYsYFCo,[14],"[{'160 - 256x144 (144p)': 112.816}, {'133 - 426x240 (240p)': 249.638}, {'134 - 640x360 (360p)': 637.318}, {'135 - 854x480 (480p)': 1194.477}, {'136 - 1280x720 (720p)': 2387.77}, {'137 - 1920x1080 (1080p)': 4342.146}, {'18 - 640x360 (medium)': 721.799}]",Sairy Castañeda (Luminares) - Especial de Navidad (Video Oficial),11573.0
31100,Brain Police,245.0,9VCkccqeejw,"[17, 19, 48, 128]","[{'160 - 256x144 (144p)': 113.505}, {'133 - 426x240 (240p)': 264.837}, {'134 - 640x360 (360p)': 611.142}, {'135 - 854x480 (480p)': 1113.979}, {'136 - 1280x720 (720p)': 2227.407}, {'137 - 1920x1080 (1080p)': 4170.651}, {'18 - 640x360 (medium)': 613.769}, {'22 - 1280x720 (hd720)': 3.544}]",sport auto drift challenge 2010,7834.0
31553,,245.0,dYaUj3sGI_Q,"[9, 10, 34]","[{'160 - 256x144 (144p)': 111.096}, {'133 - 426x240 (240p)': 245.271}, {'134 - 640x360 (360p)': 555.895}, {'135 - 854x480 (480p)': 1095.165}, {'136 - 1280x720 (720p)': 1991.015}, {'298 - 1280x720 (720p60)': 3324.298}, {'137 - 1920x1080 (1080p)': 3828.697}, {'299 - 1920x1080 (1080p60)': 5519.151}, {'18 - 640x360 (medium)': 738.339}]",혜민쌤의 스트럼스타일 에디킴 의 [2years apart] 1,155043.0
33715,,245.0,_LPmT68utgQ,"[2, 7, 982]","[{'160 - 256x144 (144p)': 112.878}, {'133 - 426x240 (240p)': 285.324}, {'134 - 640x360 (360p)': 373.808}, {'135 - 854x480 (480p)': 688.537}, {'136 - 1280x720 (720p)': 1267.993}, {'137 - 1920x1080 (1080p)': 2778.915}, {'18 - 640x360 (medium)': 448.988}, {'22 - 1280x720 (hd720)': 1179.422}]",FUXTEC 6150 Arbeit  Munka közben,6024.0
34307,The Glitch Mob,245.0,qHuJrQGhX_M,"[2, 7, 17, 19, 128, 174, 272]","[{'160 - 256x144 (144p)': 111.288}, {'133 - 426x240 (240p)': 247.309}, {'134 - 640x360 (360p)': 555.574}, {'135 - 854x480 (480p)': 1067.121}, {'136 - 1280x720 (720p)': 1785.289}, {'137 - 1920x1080 (1080p)': 3677.906}, {'264 - 1920x1080 (1080p)': 4692.136}, {'18 - 640x360 (medium)': 535.712}, {'22 - 1280x720 (hd720)': 1308.315}]",Trening Driftu - Tor Lublin,5026.0
384,,246.0,LfxOVFb1hH4,"[66, 152, 293, 849, 1313]","[{'160 - 192x144 (144p)': 113.332}, {'133 - 320x240 (240p)': 250.51}, {'134 - 480x360 (360p)': 603.92}, {'135 - 640x480 (480p)': 1104.412}, {'136 - 960x720 (720p)': 2204.945}, {'137 - 1440x1080 (1080p)': 4137.411}, {'18 - 480x360 (medium)': 742.797}, {'22 - 960x720 (hd720)': 2012.835}]",Vestidos de novia 2012 Divina Sposa,22357.0
780,,246.0,vbxiEEo41t4,"[0, 1, 27]","[{'160 - 256x144 (144p)': 112.134}, {'133 - 426x240 (240p)': 247.958}, {'134 - 640x360 (360p)': 606.633}, {'135 - 854x480 (480p)': 1110.996}, {'136 - 1280x720 (720p)': 2219.478}, {'137 - 1920x1080 (1080p)': 4156.541}, {'18 - 640x360 (medium)': 663.19}, {'22 - 1280x720 (hd720)': 1682.328}]",Tomb Raider 2 - Minecraft Edition - DOWNLOAD,22824.0
1051,,246.0,qTaoX1-nYiU,"[6, 14]","[{'160 - 256x144 (144p)': 113.284}, {'133 - 426x240 (240p)': 248.105}, {'134 - 640x360 (360p)': 614.334}, {'135 - 854x480 (480p)': 1114.019}, {'136 - 1280x720 (720p)': 2206.078}, {'137 - 1920x1080 (1080p)': 4131.58}, {'18 - 640x360 (medium)': 620.943}]","JKT48 Team KIII - ""Seishun Girls"" Shonichi (08-03-2014)",85015.0
1934,,246.0,TH4sUQOaVFc,"[39, 393]","[{'160 - 256x144 (144p)': 113.727}, {'133 - 426x240 (240p)': 246.326}, {'134 - 640x360 (360p)': 441.807}, {'135 - 854x480 (480p)': 979.69}, {'136 - 1280x720 (720p)': 2031.474}, {'137 - 1920x1080 (1080p)': 4130.204}, {'18 - 640x360 (medium)': 563.007}, {'22 - 1280x720 (hd720)': 1413.015}]",崩れないベースメイク! My Foundation Routine (BB Cream!),51080.0
1935,,246.0,TH4sUQOaVFc,[671],"[{'160 - 256x144 (144p)': 113.727}, {'133 - 426x240 (240p)': 246.326}, {'134 - 640x360 (360p)': 441.807}, {'135 - 854x480 (480p)': 979.69}, {'136 - 1280x720 (720p)': 2031.474}, {'137 - 1920x1080 (1080p)': 4130.204}, {'18 - 640x360 (medium)': 563.007}, {'22 - 1280x720 (hd720)': 1413.015}]",崩れないベースメイク! My Foundation Routine (BB Cream!),51080.0
3018,,246.0,-yek0DLSoAg,[14],"[{'160 - 256x144 (144p)': 114.669}, {'133 - 426x240 (240p)': 226.116}, {'134 - 640x360 (360p)': 492.974}, {'135 - 854x480 (480p)': 898.186}, {'136 - 1280x720 (720p)': 1521.506}, {'137 - 1920x1080 (1080p)': 2496.629}, {'18 - 640x360 (medium)': 461.875}]",Anx - No Cry [Official Music Video] (Produced by Rujay),245728.0
3054,,246.0,H50e7FgcsQE,"[6, 206, 650]","[{'160 - 256x144 (144p)': 113.168}, {'133 - 426x240 (240p)': 229.755}, {'134 - 640x360 (360p)': 555.294}, {'135 - 854x480 (480p)': 1080.962}, {'136 - 1280x720 (720p)': 1954.894}, {'137 - 1920x1080 (1080p)': 3444.503}, {'18 - 640x360 (medium)': 574.021}]",La fille mal gardée - Pas de ruban from Act I (The Royal Ballet),380181.0
3646,,246.0,d4vFeXcyPWI,[14],"[{'160 - 256x144 (144p)': 111.995}, {'133 - 426x240 (240p)': 206.64}, {'134 - 640x360 (360p)': 454.738}, {'135 - 854x480 (480p)': 794.15}, {'136 - 1280x720 (720p)': 1301.977}, {'137 - 1920x1080 (1080p)': 2052.663}, {'18 - 640x360 (medium)': 384.988}]",Lunar Lights - If I'm Wrong ( lyric video ),9452.0
4739,,246.0,XL03ojbrz5o,"[3, 4, 13, 54]","[{'160 - 256x144 (144p)': 108.951}, {'133 - 426x240 (240p)': 246.844}, {'134 - 640x360 (360p)': 491.324}, {'135 - 854x480 (480p)': 909.035}, {'136 - 1280x720 (720p)': 1654.771}, {'298 - 1280x720 (720p60)': 2957.019}, {'137 - 1920x1080 (1080p)': 4085.459}, {'299 - 1920x1080 (1080p60)': 5506.653}, {'18 - 640x360 (medium)': 622.224}]",Kaneland High School Spring 2014 Band Concert - Maple Park March,5567.0
5540,Corner Stone Cues,246.0,D9VYoaKaWX8,"[1, 19, 3477]","[{'160 - 256x144 (144p)': 115.943}, {'133 - 426x240 (240p)': 249.37}, {'134 - 640x360 (360p)': 609.964}, {'135 - 854x480 (480p)': 1120.085}, {'136 - 1280x720 (720p)': 2266.447}, {'137 - 1920x1080 (1080p)': 4182.019}, {'18 - 640x360 (medium)': 737.852}, {'22 - 1280x720 (hd720)': 3.363}]",F1 2011 Speed & Victory [PC],1176.0
6668,,246.0,BB7wUqn4Bzg,[19],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 606.515}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'137 - 1920x1080 (DASH video)': 4331.25}, {'18 - 480x270 (small)': 657.356}, {'22 - 1280x720 (hd720)': 3133.779}]",iRacing @ Last 3 Laps @ Talladega - Truck Series Race,1642.0
