,creator,duration,id,labels,ladder,title,views
541,,276.0,IZm05vBbi_E,"[0, 523, 802, 1458]","[{'160 - 192x144 (144p)': 111.933}, {'133 - 320x240 (240p)': 250.291}, {'18 - 384x288 (small)': 466.91}]",Chanderpaul's Century vs. Ireland Part 2,23986.0
542,Mariachi Vargas De Tecalitlan,172.0,LQF27AQtBbM,[12],"[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 613.369}, {'135 - 640x480 (DASH video)': 1155.0}, {'18 - 480x360 (medium)': 627.237}]",Honduras Vrs México.wmv,3079.0
543,,300.0,-eKXI2hIQ9o,"[15, 499]","[{'160 - 192x144 (144p)': 108.604}, {'133 - 320x240 (240p)': 251.072}, {'18 - 320x240 (small)': 459.019}]",クマゼミの羽化,24239.0
544,Connan Mockasin,220.0,LpkfNZELIxA,[14],"[{'160 - 256x144 (144p)': 111.123}, {'133 - 426x240 (240p)': 248.16}, {'134 - 640x360 (360p)': 608.376}, {'135 - 854x480 (480p)': 1114.129}, {'136 - 1280x720 (720p)': 2203.104}, {'18 - 640x360 (medium)': 634.12}]",Mockasin - Forever Dolphin Love (Erol Alkan Rework) ( Stare At Dj 003 ),98424.0
545,Connan Mockasin,220.0,9J-jRr1yeEU,"[24, 74, 131, 1757, 2028, 2673]","[{'160 - 256x144 (144p)': 111.123}, {'133 - 426x240 (240p)': 248.16}, {'134 - 640x360 (360p)': 608.376}, {'135 - 854x480 (480p)': 1114.129}, {'136 - 1280x720 (720p)': 2203.104}, {'18 - 640x360 (medium)': 634.12}]",Mockasin - Forever Dolphin Love (Erol Alkan Rework) ( Stare At Dj 003 ),98424.0
546,,181.0,9K59v-lPTEU,"[2, 45, 51, 56, 295]","[{'160 - 256x144 (144p)': 115.334}, {'133 - 426x240 (240p)': 246.915}, {'134 - 640x360 (360p)': 610.058}, {'135 - 854x480 (480p)': 1112.861}, {'136 - 1280x720 (720p)': 2226.952}, {'18 - 640x360 (medium)': 738.478}, {'22 - 1280x720 (hd720)': 3054.147}]",【電車特定区間】武蔵野線・前面展望 東川口駅から南越谷駅 Train front view,1687.0
547,Sean Kingston,129.0,2hWc3SCKrXs,"[6, 8]","[{'160 - 256x144 (144p)': 113.834}, {'133 - 426x240 (240p)': 247.601}, {'134 - 640x360 (360p)': 671.603}, {'135 - 854x480 (480p)': 1632.867}, {'136 - 1280x720 (720p)': 2657.265}, {'137 - 1920x1080 (1080p)': 4151.055}, {'264 - 1920x1080 (1080p)': 6635.489}, {'18 - 640x360 (medium)': 685.698}]",Valerie's HipHop Dance Recital,1970.0
548,,195.0,UOi6VVNO6Wk,"[2, 7, 171, 344, 1841]","[{'160 - 256x144 (144p)': 113.301}, {'133 - 426x240 (240p)': 248.634}, {'134 - 640x360 (360p)': 604.945}, {'18 - 640x360 (medium)': 699.274}]",New Audi A6 Saloon,1491.0
549,Celestial Aeon Project,186.0,1f5OSEPQQV0,[1409],"[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 350.014}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'18 - 640x360 (medium)': 579.313}, {'22 - 1280x720 (hd720)': 1889.322}]",Vacska-barlang,3728.0
550,,140.0,1hfkxZnOVBQ,"[0, 1, 387]","[{'134 - 640x360 (360p)': 639.273}, {'137 - 1920x1080 (1080p)': 4362.626}, {'18 - 640x360 (medium)': 720.465}, {'22 - 1280x720 (hd720)': 3150.695}]",HOW TO KILL URROX - Der Flammenprinz + Best Stategy | Destiny: Guide (German) [HD],3290.0
551,,129.0,zyqpAEdX0tQ,"[2, 7, 165, 197, 198, 316, 513, 1087, 1669, 2791]","[{'160 - 256x144 (144p)': 111.36}, {'133 - 426x240 (240p)': 247.171}, {'134 - 640x360 (360p)': 313.466}, {'135 - 854x480 (480p)': 603.509}, {'136 - 1280x720 (720p)': 1100.583}, {'137 - 1920x1080 (1080p)': 2116.484}, {'18 - 640x360 (medium)': 606.173}, {'22 - 1280x720 (hd720)': 3.579}]","Insider Kompakte - VW Golf, Opel Astra & Ford Focus (2017)",181436.0
552,Exodus Movement,260.0,zzxtPC3BawA,[14],"[{'160 - 256x110 (144p)': 112.932}, {'133 - 426x182 (240p)': 251.032}, {'134 - 640x274 (360p)': 478.736}, {'135 - 854x366 (480p)': 898.088}, {'136 - 1280x548 (720p)': 1600.096}, {'18 - 640x274 (medium)': 543.437}]","Exodus Movement ft YoungStar - ""Oklahoma"" ( @ExodusMovement )",9186.0
553,D'Argento,387.0,EuhizqbdaO4,"[0, 82, 103, 118]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 608.777}, {'135 - 854x480 (DASH video)': 1155.0}, {'18 - 640x360 (medium)': 718.906}]",Крылья Советов(Дмитров)2003 - Белые Медведи 4-9,2384.0
554,,302.0,EyEUd_lh014,"[0, 1, 352, 1039, 1369]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 608.345}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2229.555}, {'18 - 640x360 (medium)': 565.604}, {'22 - 1280x720 (hd720)': 1624.036}]",Road to Wrestlemania! WWE 12 - NOT VADER!!,3521.0
555,,431.0,Eyh-OOjzJP0,"[0, 1, 35, 85]","[{'160 - 256x144 (144p)': 114.316}, {'133 - 426x240 (240p)': 248.533}, {'134 - 640x360 (360p)': 648.193}, {'135 - 854x480 (480p)': 1197.794}, {'136 - 1280x720 (720p)': 2379.66}, {'18 - 640x360 (medium)': 654.57}, {'22 - 1280x720 (hd720)': 1766.881}]",'TOP GEAR SPECIAL!' GTA 5 Funny Moments (With The Sidemen),833453.0
556,,131.0,txlMOAubQiI,"[82, 160, 166, 231, 252, 491, 1139, 1194]","[{'160 - 256x144 (144p)': 114.411}, {'133 - 426x240 (240p)': 250.32}, {'134 - 640x360 (360p)': 608.156}, {'135 - 854x480 (480p)': 1114.013}, {'136 - 1280x720 (720p)': 2224.61}, {'137 - 1920x1080 (1080p)': 4321.397}, {'18 - 640x360 (medium)': 666.818}, {'22 - 1280x720 (hd720)': 2402.55}]","Jarred AllStar Single ""Here I Am""",1600.0
557,Gregorian,173.0,f4IURhhMXv8,"[21, 23, 24, 758]","[{'160 - 192x144 (144p)': 112.756}, {'133 - 320x240 (240p)': 250.62}, {'134 - 480x360 (360p)': 271.672}, {'135 - 640x480 (480p)': 541.66}, {'18 - 480x360 (medium)': 339.732}]",BlackBerry - Introducir Codigo MEP2 a BlackBerry Curve 9320 / Liberar BlackBerry,152641.0
558,,236.0,zsOUBiGssko,"[260, 371, 3585]","[{'160 - 256x144 (144p)': 111.949}, {'133 - 426x240 (240p)': 252.654}, {'134 - 640x360 (360p)': 334.082}, {'135 - 854x480 (480p)': 641.46}, {'136 - 1280x720 (720p)': 1166.062}, {'137 - 1920x1080 (1080p)': 2457.1}, {'18 - 640x360 (medium)': 423.069}, {'22 - 1280x720 (hd720)': 3.834}]","Envelop vouwen van A4 papier (zonder schaar, lijm of plakband)",67086.0
559,,134.0,tEkq9V6mZ_I,"[6, 8]","[{'160 - 256x144 (144p)': 112.739}, {'133 - 426x240 (240p)': 246.084}, {'134 - 640x360 (360p)': 428.929}, {'135 - 854x480 (480p)': 860.989}, {'136 - 1280x720 (720p)': 1734.629}, {'137 - 1920x1080 (1080p)': 4222.925}, {'18 - 640x360 (medium)': 522.062}, {'22 - 1280x720 (hd720)': 1722.038}]",SM 2011 Lindy Hop,23874.0
560,INNA,190.0,NePduWlHuBY,[4],"[{'160 - 256x144 (144p)': 116.467}, {'133 - 426x240 (240p)': 254.291}, {'134 - 640x360 (360p)': 610.016}, {'135 - 854x480 (480p)': 1118.247}, {'136 - 1280x720 (720p)': 2215.328}, {'137 - 1920x1080 (1080p)': 4140.934}, {'18 - 640x360 (medium)': 702.392}]",INNA - Tu si Eu (OFFICIAL VIDEO HD 2012),9699.0
561,,292.0,NgDIXS1wx-M,"[0, 63, 335]","[{'160 - 256x144 (144p)': 112.736}, {'133 - 426x240 (240p)': 252.656}, {'134 - 640x360 (360p)': 616.789}, {'135 - 854x480 (480p)': 1128.3}, {'136 - 1280x720 (720p)': 1995.103}, {'18 - 640x360 (medium)': 360.685}, {'22 - 1280x720 (hd720)': 1140.663}]",FIFA 13 Ultimate Team TOTY Pique - Do you even Risk? - Player Review,57268.0
562,,143.0,NjyHucPcpLk,"[6, 8]","[{'160 - 256x144 (144p)': 113.436}, {'133 - 426x240 (240p)': 249.622}, {'134 - 640x360 (360p)': 616.343}, {'135 - 854x480 (480p)': 1129.401}, {'136 - 1280x720 (720p)': 2253.742}, {'18 - 640x360 (medium)': 738.098}]","SANTIAGOS 18/08/2012 San Lorenzo Tlalmimilolpan.""PRESENTACION DE ESCUADRONES  """,4525.0
563,,201.0,6l2DDbhw-oc,[5],"[{'160 - 192x144 (144p)': 114.536}, {'133 - 320x240 (240p)': 252.38}, {'18 - 320x240 (small)': 611.898}]",Trigun - Bullet with a Name AMV,4580.0
564,,201.0,6l2DDbhw-oc,[14],"[{'160 - 192x144 (144p)': 114.536}, {'133 - 320x240 (240p)': 252.38}, {'18 - 320x240 (small)': 611.898}]",Trigun - Bullet with a Name AMV,4580.0
565,,169.0,6tYPxzhcr1U,"[246, 588, 617]","[{'134 - 640x360 (360p)': 635.795}, {'136 - 1280x720 (720p)': 2328.262}, {'18 - 640x360 (medium)': 588.291}, {'22 - 1280x720 (hd720)': 1772.477}]","ASUS LCD VG236  23"" 3D VISION - GameTime puntata 14",7828.0
566,Bruno Mars,141.0,Fzb2AlF06Jw,[14],"[{'160 - 256x144 (144p)': 113.9}, {'133 - 426x240 (240p)': 249.228}, {'134 - 640x360 (360p)': 605.64}, {'18 - 640x360 (medium)': 732.558}]",Las minians-The Lazy Song,7996.0
567,,291.0,rmEE1Nh9c-0,[3],"[{'160 - 256x144 (144p)': 113.983}, {'133 - 426x240 (240p)': 247.267}, {'134 - 640x360 (360p)': 609.059}, {'18 - 480x270 (small)': 653.788}]",fukuoka surfers party,3435.0
568,George Thorogood & The Destroyers,326.0,rnZzX8f3tOY,"[0, 1, 35, 230, 1169]","[{'160 - 256x144 (144p)': 113.471}, {'133 - 426x240 (240p)': 250.601}, {'134 - 640x360 (360p)': 604.477}, {'135 - 854x480 (480p)': 1121.365}, {'136 - 1280x720 (720p)': 2239.605}, {'18 - 480x270 (small)': 575.371}, {'22 - 1280x720 (hd720)': 2129.975}]",GTA IV Terminator 2 Part 1,56249.0
569,,258.0,lxGa23kqry8,"[8, 671]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 609.206}, {'135 - 640x480 (DASH video)': 1155.0}, {'18 - 480x360 (medium)': 709.876}]",2011 TN Renaissance Festival Cu Dubh Bagpipes and Belly Dancers,1524.0
570,,368.0,VoNaODzE45s,"[15, 262, 502, 619, 3169]","[{'160 - 192x144 (144p)': 119.507}, {'133 - 320x240 (240p)': 261.825}, {'134 - 480x360 (360p)': 606.498}, {'18 - 480x360 (medium)': 661.703}]",دورة تدريبية في التسمين ج70 طريقة رعي ماشية الهيرفورد,19731.0
571,,132.0,VokHEMskSBY,"[11, 20, 22, 29, 32, 123, 176, 2899]","[{'160 - 256x144 (144p)': 110.176}, {'133 - 426x240 (240p)': 246.235}, {'134 - 640x360 (360p)': 609.779}, {'135 - 854x480 (480p)': 1116.117}, {'136 - 1280x720 (720p)': 2209.893}, {'137 - 1920x1080 (1080p)': 3916.509}, {'18 - 640x360 (medium)': 687.635}, {'22 - 1280x720 (hd720)': 3.765}]",طريقة سهلة وسريعة لعمل تارت المربى الشهي,127432.0
572,,194.0,VrBJvoMaLs4,"[0, 1, 69, 478]","[{'160 - 256x144 (144p)': 114.097}, {'133 - 426x240 (240p)': 250.324}, {'134 - 640x360 (360p)': 645.544}, {'135 - 854x480 (480p)': 1195.528}, {'136 - 1280x720 (720p)': 2367.187}, {'298 - 1280x720 (720p60)': 3494.916}, {'137 - 1920x1080 (1080p)': 4394.782}, {'299 - 1920x1080 (1080p60)': 5799.4}, {'18 - 640x360 (medium)': 723.965}, {'22 - 1280x720 (hd720)': 2278.797}]",Mortal Kombat X: Jax Kombo Video (1080p/60FPS),12391.0
573,,370.0,Vs6OoYRMvrc,"[2, 7, 165, 563, 1087]","[{'160 - 256x144 (144p)': 112.028}, {'133 - 426x240 (240p)': 251.877}, {'134 - 640x360 (360p)': 604.01}, {'135 - 854x480 (480p)': 1105.451}, {'136 - 1280x720 (720p)': 2209.582}, {'137 - 1920x1080 (1080p)': 4140.672}, {'18 - 640x360 (medium)': 460.188}, {'22 - 1280x720 (hd720)': 1498.501}]","Война Mercedes-Benz и Porsche, Кен Блок и  Ford Focus RS 2016 - Veddronews е46",4974.0
574,,348.0,Vsg9eAhC8NM,"[24, 74, 131]","[{'160 - 256x144 (144p)': 112.982}, {'133 - 426x240 (240p)': 249.235}, {'134 - 640x360 (360p)': 605.134}, {'135 - 854x480 (480p)': 1108.697}, {'136 - 1280x720 (720p)': 2213.846}, {'18 - 640x360 (medium)': 566.126}, {'22 - 1280x720 (hd720)': 3.073}]",Lenovo yoga 8 vs Lenovo s6000 Benchmark,3274.0
575,,185.0,VtdB4mx7sKA,"[760, 788, 948]","[{'160 - 192x144 (144p)': 113.687}, {'133 - 320x240 (240p)': 247.106}, {'18 - 320x240 (small)': 424.903}]",Storm UnCut - June 25,3259.0
576,,124.0,NHwJVBP7WD0,"[0, 1]","[{'160 - 256x144 (144p)': 112.935}, {'133 - 426x240 (240p)': 248.272}, {'134 - 640x360 (360p)': 606.118}, {'18 - 640x360 (medium)': 682.111}]",descargar  Sniper. Ghost Warrior 2,3604.0
577,,234.0,F8COT_G79r4,[3],"[{'160 - 256x144 (144p)': 111.09}, {'133 - 426x240 (240p)': 248.193}, {'134 - 640x360 (360p)': 262.817}, {'135 - 854x480 (480p)': 547.77}, {'136 - 1280x720 (720p)': 1073.13}, {'18 - 640x360 (medium)': 365.111}]",ジュンス　バラコン　141231 XIA Ballad＆Musical Concert vol 3 살다보면　生きていれば（歌詞日本語字幕）,9819.0
578,,246.0,F9KSZlcHN1o,"[0, 1, 35, 85]","[{'160 - 256x144 (144p)': 112.447}, {'133 - 426x240 (240p)': 248.623}, {'134 - 640x360 (360p)': 606.708}, {'135 - 854x480 (480p)': 1111.253}, {'136 - 1280x720 (720p)': 2221.651}, {'18 - 640x360 (medium)': 669.333}, {'22 - 1280x720 (hd720)': 3.624}]","GTA 5 Online Funny Moments! - Truck Diving! (BMX, Hookers, and more!)",1962.0
579,,122.0,F9TjOZbpefY,"[50, 65, 66]","[{'160 - 256x144 (144p)': 116.299}, {'133 - 426x240 (240p)': 249.527}, {'134 - 640x360 (360p)': 470.428}, {'135 - 854x480 (480p)': 907.878}, {'136 - 1280x720 (720p)': 1976.33}, {'18 - 640x360 (medium)': 633.399}, {'22 - 1280x720 (hd720)': 2.904}]",Get The Look - Cheryl Cole,3664.0
580,,234.0,FBQ00Vk7Obs,"[82, 103, 346, 350]","[{'160 - 180x144 (144p)': 59.464}, {'133 - 300x240 (240p)': 101.08}, {'134 - 450x360 (360p)': 235.404}, {'135 - 600x480 (480p)': 519.488}, {'18 - 450x360 (medium)': 363.679}]",Kai Jing Leong 2011 Singapore National Figure Skating Senior - Short Program,1969.0
581,,306.0,qqBjjRf-vnw,"[100, 161, 356]","[{'160 - 192x144 (144p)': 111.3}, {'133 - 320x240 (240p)': 248.128}, {'134 - 480x360 (360p)': 421.018}, {'135 - 640x480 (480p)': 1103.489}, {'18 - 480x360 (medium)': 516.161}]",Six-Pack Abs You Will Be Able Do it! #absbodyfitness,9296.0
582,Infected Mushroom,203.0,22gV-7_HW_s,"[2, 76]","[{'160 - 256x144 (144p)': 115.472}, {'133 - 426x240 (240p)': 262.493}, {'134 - 640x360 (360p)': 614.05}, {'135 - 854x480 (480p)': 1131.899}, {'136 - 1280x720 (720p)': 2226.814}, {'18 - 640x360 (medium)': 742.193}, {'22 - 1280x720 (hd720)': 3.126}]",Parasailing @ Latchi Watersports Centre,1276.0
583,,161.0,j4X9K1nlMNA,"[15, 140]","[{'160 - 192x144 (144p)': 110.139}, {'133 - 320x240 (240p)': 249.128}, {'134 - 480x360 (360p)': 606.588}, {'135 - 640x480 (480p)': 1109.985}, {'18 - 480x360 (medium)': 676.485}]",Dark Angels Pinschers S-litter almost 4 weeks old,1693.0
584,Everclear,197.0,j4XD17eg59M,"[16, 189, 199, 2052]","[{'160 - 192x144 (144p)': 113.526}, {'133 - 320x240 (240p)': 264.734}, {'134 - 480x360 (360p)': 393.364}, {'135 - 640x480 (480p)': 1080.868}, {'18 - 480x360 (medium)': 443.576}]",Clones day off,45124.0
585,,326.0,jCka5Sos0kA,"[0, 1, 105, 294, 331]","[{'160 - 256x144 (144p)': 129.243}, {'133 - 426x240 (240p)': 274.631}, {'134 - 640x360 (360p)': 634.346}, {'135 - 854x480 (480p)': 1161.39}, {'136 - 1280x720 (720p)': 2324.504}, {'137 - 1920x1080 (1080p)': 4335.898}, {'18 - 640x360 (medium)': 408.554}, {'22 - 1280x720 (hd720)': 1056.897}]","XBOX ONE UI SIMPLE, EASY, &  AMAZING",4409.0
586,,311.0,0pPg_Cth0OQ,"[0, 1, 5, 69, 84]","[{'160 - 192x144 (144p)': 111.36}, {'133 - 320x240 (240p)': 248.931}, {'134 - 480x360 (360p)': 605.19}, {'135 - 640x480 (480p)': 1117.87}, {'18 - 480x360 (medium)': 627.632}]",Naruto: Uzumaki Chronicles 2 - Story mode ch10 p6/6,32334.0
587,,179.0,gtVk_l0MPew,"[17, 19]","[{'160 - 256x144 (144p)': 109.92}, {'133 - 426x240 (240p)': 247.237}, {'134 - 640x360 (360p)': 604.848}, {'135 - 854x480 (480p)': 1109.491}, {'136 - 1280x720 (720p)': 2217.31}, {'137 - 1920x1080 (1080p)': 4253.945}, {'18 - 640x360 (medium)': 678.748}, {'22 - 1280x720 (hd720)': 1681.467}]",NASCAR TOYOTA SERIE MÉXICO EN PHOENIX 2014,2635.0
588,,264.0,guQVEOzjIU8,"[0, 1, 714]","[{'160 - 256x144 (144p)': 111.359}, {'133 - 426x240 (240p)': 251.83}, {'134 - 640x360 (360p)': 454.578}, {'135 - 854x480 (480p)': 953.306}, {'18 - 640x360 (medium)': 390.681}]",Roblox Zombie Video (Won't back down CLEAN),1769.0
589,,161.0,2Y6LifcmLgw,"[2, 17, 19, 30, 143]","[{'134 - 640x360 (360p)': 637.583}, {'137 - 1920x1080 (1080p)': 4361.919}, {'18 - 640x360 (medium)': 723.305}, {'22 - 1280x720 (hd720)': 3341.611}]",Cross Uringe - 5 Aug 2012,1190.0
590,,133.0,uIi07H0EsFk,"[31, 40, 47, 57]","[{'160 - 192x144 (144p)': 111.622}, {'133 - 320x240 (240p)': 250.876}, {'18 - 320x240 (small)': 353.017}]",Posicionamento dos dedos - Teclado,20651.0
591,,162.0,0riLERUdY2c,"[2, 7, 116, 197, 316]","[{'134 - 480x360 (360p)': 477.184}, {'135 - 640x480 (480p)': 875.42}, {'18 - 450x360 (medium)': 497.693}]",Passat Alltrack,9385.0
592,,265.0,0uZx0TwZsvc,"[3, 4, 6]","[{'160 - 192x144 (144p)': 112.638}, {'133 - 320x240 (240p)': 249.205}, {'134 - 480x360 (360p)': 607.668}, {'135 - 640x480 (480p)': 1130.943}, {'18 - 480x360 (medium)': 609.801}]",Peligro.- Yuridia,27725.0
593,,265.0,0uZx0TwZsvc,"[0, 12]","[{'160 - 192x144 (144p)': 112.638}, {'133 - 320x240 (240p)': 249.205}, {'134 - 480x360 (360p)': 607.668}, {'135 - 640x480 (480p)': 1130.943}, {'18 - 480x360 (medium)': 609.801}]",Peligro.- Yuridia,27725.0
594,,165.0,0wPZMw2zi8g,[0],"[{'160 - 192x144 (144p)': 115.504}, {'133 - 320x240 (240p)': 290.424}, {'134 - 480x360 (360p)': 605.074}, {'135 - 640x480 (480p)': 1104.223}, {'18 - 480x360 (medium)': 543.07}]",Cavs vs. Heat Lebron James Intro's,5575.0
595,,497.0,FggkiCrk19o,"[3, 4]","[{'160 - 180x144 (144p)': 113.093}, {'133 - 300x240 (240p)': 247.057}, {'134 - 450x360 (360p)': 606.318}, {'135 - 600x480 (480p)': 1110.854}, {'18 - 450x360 (medium)': 660.487}]",ZAGAR - READY FOR THE REVOLUTION LIVE 2009,13870.0
596,Parabelle,128.0,FhtPP2_-Rj4,"[0, 1, 142]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 617.018}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'18 - 640x360 (medium)': 738.001}, {'22 - 1280x720 (hd720)': 3173.194}]","Fa7e Vs oH (PS3,EU,MW3)",1873.0
597,,215.0,l86YP1D8cjk,[714],"[{'160 - 256x144 (144p)': 112.152}, {'133 - 426x240 (240p)': 260.956}, {'134 - 638x360 (360p)': 390.276}, {'135 - 850x480 (480p)': 707.291}, {'136 - 1276x720 (720p)': 1219.406}, {'18 - 638x360 (medium)': 411.79}, {'22 - 1276x720 (hd720)': 927.803}]",videos de como ser vip grátis no roblox The Greenwood Town™ 2014 atualizado!,13273.0
598,Nicki Minaj,221.0,l8M1vfv-7kY,[3304],"[{'160 - 256x144 (144p)': 113.607}, {'133 - 426x240 (240p)': 246.78}, {'134 - 640x360 (360p)': 606.272}, {'135 - 854x480 (480p)': 1108.128}, {'136 - 1280x720 (720p)': 2218.646}, {'18 - 640x360 (medium)': 712.045}, {'22 - 1280x720 (hd720)': 3083.391}]","Dance Central 3 (DLC) Nicki Minaj ""Whip it"" Medium Gameplay 5 Star Gold 100%",2352.0
599,,138.0,lBGrbJGUQ8w,"[11, 3434]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 491.844}, {'135 - 640x480 (DASH video)': 1155.0}, {'18 - 480x360 (medium)': 527.017}]",Deion Hurst Cinnamon Challenge,1161.0
600,,198.0,RZV8NTkvV9s,[3],"[{'160 - 256x144 (144p)': 110.757}, {'133 - 426x240 (240p)': 246.601}, {'134 - 640x360 (360p)': 615.616}, {'135 - 854x480 (480p)': 1125.199}, {'136 - 1280x720 (720p)': 2240.731}, {'137 - 1920x1080 (1080p)': 4166.019}, {'18 - 640x360 (medium)': 843.357}]","BOYFRIEND - Obsession, 보이프렌드 - 너란 여자, Music Core 20140607",246205.0
601,,120.0,sbBCP-2SiTk,"[0, 27]","[{'160 - 254x144 (144p)': 121.952}, {'133 - 424x240 (240p)': 245.347}, {'134 - 636x360 (360p)': 312.515}, {'135 - 848x480 (480p)': 587.128}, {'18 - 636x360 (medium)': 234.005}]","Minecraft so baut man ein Stock,eine Spitzhacke,eine Sense,eine Axt,und eine Schaufel",5693.0
602,,494.0,zug-SC9LL_M,"[0, 1, 36, 94]","[{'160 - 256x144 (144p)': 112.263}, {'133 - 426x240 (240p)': 249.775}, {'134 - 640x360 (360p)': 630.005}, {'135 - 854x480 (480p)': 1141.427}, {'136 - 1280x720 (720p)': 2288.034}, {'137 - 1920x1080 (1080p)': 4225.075}, {'18 - 640x360 (medium)': 710.754}, {'22 - 1280x720 (hd720)': 1944.158}]",Updated BO2 Mod Menu (6/1/2015),5418.0
603,,440.0,J1W-tj4NtS4,"[28, 33, 38, 78]","[{'160 - 212x144 (144p)': 115.824}, {'133 - 352x240 (240p)': 246.937}, {'18 - 352x240 (small)': 429.662}]",Jamin at the NAMM Show,1775.0
604,,440.0,J1W-tj4NtS4,"[0, 449, 836]","[{'160 - 212x144 (144p)': 115.824}, {'133 - 352x240 (240p)': 246.937}, {'18 - 352x240 (small)': 429.662}]",Jamin at the NAMM Show,1775.0
605,,376.0,wB7JLqAub1M,"[21, 23, 73, 676]","[{'160 - 256x144 (DASH video)': 108.0}, {'133 - 426x240 (DASH video)': 242.0}, {'134 - 640x360 (DASH video)': 524.644}, {'135 - 854x480 (DASH video)': 1155.0}, {'136 - 1280x720 (DASH video)': 2310.0}, {'18 - 640x360 (medium)': 448.153}, {'22 - 1280x720 (hd720)': 1517.704}]",Glif for iPhone 4,2334.0
606,,255.0,awlN1AGJbc0,"[0, 1, 69, 649]","[{'160 - 254x144 (144p)': 123.613}, {'133 - 368x208 (240p)': 250.531}, {'18 - 368x208 (small)': 440.071}]",KOF2002UM match 15,2086.0
607,,186.0,5aV7u7mRFI0,"[4, 9, 10, 34, 37]","[{'160 - 192x144 (144p)': 110.065}, {'133 - 320x240 (240p)': 248.554}, {'134 - 480x360 (360p)': 414.508}, {'135 - 640x480 (480p)': 946.509}, {'18 - 480x360 (medium)': 601.261}]",Rhythm guitar - Ibanez SZ320,20682.0
608,,170.0,6aX4TJORxJ8,"[0, 1, 35]","[{'160 - 196x144 (144p)': 117.086}, {'133 - 328x240 (240p)': 267.939}, {'134 - 492x360 (360p)': 295.462}, {'135 - 656x480 (480p)': 631.438}, {'18 - 492x360 (medium)': 325.354}]",SAMP RP полезные программы,5272.0
609,colemanta,172.0,6aLlRHce2Os,"[0, 1, 25, 268, 665, 755, 1574, 1976]","[{'160 - 256x144 (144p)': 118.104}, {'133 - 426x240 (240p)': 249.411}, {'134 - 640x360 (360p)': 616.564}, {'135 - 854x480 (480p)': 1126.596}, {'136 - 1280x720 (720p)': 2218.408}, {'18 - 640x360 (medium)': 675.061}, {'22 - 1280x720 (hd720)': 2077.467}]",Batman: Arkham Origins Countdown #30 | Arkham Origins Comic Series,1763.0
610,,230.0,6dcBOIhGtGg,"[1, 2, 17, 19, 48, 104, 344, 524, 575, 2367]","[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 564.952}, {'135 - 640x480 (DASH video)': 1155.0}, {'18 - 480x360 (medium)': 594.995}]",2001 audi s4 forza motorsport,1255.0
611,,356.0,2i44n0lzito,[3],"[{'160 - 192x144 (DASH video)': 108.0}, {'133 - 320x240 (DASH video)': 242.0}, {'134 - 480x360 (DASH video)': 609.778}, {'135 - 640x480 (DASH video)': 1155.0}, {'18 - 480x360 (medium)': 556.568}]",MoH 2009 - Opening Design The Future,4058.0
612,,302.0,HuDqGds4Cu4,"[5, 16]","[{'160 - 192x144 (144p)': 113.228}, {'133 - 320x240 (240p)': 246.979}, {'134 - 480x360 (360p)': 315.68}, {'135 - 640x480 (480p)': 682.05}, {'136 - 960x720 (720p)': 1289.971}, {'18 - 480x360 (medium)': 417.267}, {'22 - 960x720 (hd720)': 1145.175}]","Vida de Inseto - ""erros"" de gravação",246922.0
613,Lenka,175.0,-5DzwkOeAjk,"[14, 466]","[{'160 - 192x144 (144p)': 112.97}, {'133 - 320x240 (240p)': 246.062}, {'134 - 480x360 (360p)': 382.881}, {'135 - 640x480 (480p)': 786.408}, {'136 - 960x720 (720p)': 1668.891}, {'18 - 480x360 (medium)': 496.57}]",LPS Music Video- Everything At Once,693537.0
614,,150.0,da_a-RXt2hI,"[17, 19, 55, 143, 166, 345, 659]","[{'160 - 196x144 (144p)': 116.913}, {'133 - 328x240 (240p)': 249.659}, {'134 - 490x360 (360p)': 609.39}, {'135 - 654x480 (480p)': 1108.301}, {'18 - 490x360 (medium)': 646.054}]",Riding With RV2,1814.0
